Abyss | Description | Abysses are interactable objects in instances which spawns cracks and pits that spawn monsters. They can spawn from Act 6 onwards. This encounter is considered Extra Content and has a baseline greater than 8% chance to appear in any map area.
Ultimatum | Mechanics | Each trial has 10 rounds. In Tier 14+ maps (area level 81+), upon starting the final round, there is a chance (~3% [1] ) you will get teleported into the Trial of Ordeals' arena and face the Trialmaster as a boss. Ultimatum Scarab of Dueling guarantees the Trialmaster boss will appear regardless of map tier, as long as Gruelling Gauntlet is not allocated. Allocating the Gruelling Gauntlet keystone or using the Imbued Ultimatum map device craft with an Horned Scarab of Awakening increases the maximum rounds to 13, with the former disabling the ability to face the Trialmaster or control the modifiers.
Ultimatum | Mechanics | Modifiers to pack size and Ultimatum Encounters in your Maps spawn #% increased number of Monsters will increase the number of monsters spawned in each wave during a round, but the cooldown of each wave also appears to increase proportionally such that the average monster kill rate is the same in optimal conditions, such that there is no overall difference in the speed at which "defeat waves of enemies" and "protect the altar" objectives are completed.
Ultimatum | Partying | When facing a Trial of Chaos with other players, each player will be offered their own individual set of rewards [2]. When an individual player fails the trial, they will lose their rewards but the trial will continue with the remaining players.
Ultimatum | Partying | In between waves, the players will vote on which modifier to add to the next wave. The one with the most votes gets added. In case of ties, a mod is randomly chosen between them. Players have a limited time to vote, but the timer is paused if at least one party member is not present in the zone.
Ultimatum | Rewards | Ultimatum Encounters offer cumulative rewards. Upon successfully completing or terminating an Ultimatum encounter, each round's rewards are dropped at the altar's location. Failing an Ultimatum encounter forfeits all accumulated rewards in that instance.
Ultimatum | Rewards | Rewards include corrupted (including double corrupted) rare items and maps , corrupted unique items, divination cards , currency , catalysts , and Inscribed Ultimatum s. Rewards appear at or after certain waves:
Ultimatum | Rewards | The above wave counts are appropriately affected via Stand Your Ground or Ultimatum Scarab of Bribing 's stats that cause rewards to be granted as though completing additional round(s) (e.g. Catalysts will instead appear on Wave 3/7). This also causes the upgraded rewards to appear earlier, therefore having more chances at this reward tier per Ultimatum encounter.
Ultimatum | Rewards | Map item quantity does not scale rewards with the exception of catalysts.
Ultimatum | Rewards | Temptation Step , Gamblesprint , and Relic of the Pact can exclusively be obtained randomly as Ultimatum round rewards.
Ultimatum | Rewards | Additionally, the maximum Inscribed Ultimatum difficulty that can appear is limited by the area level of the Ultimatum encounter:
Ultimatum | The Trialmaster | The Trialmaster also has his own set of exclusive drops, including Tainted Catalyst s and several unique items:
Ultimatum | The Trialmaster | Defeating the Trialmaster also grants the character the opportunity to obtain or change into the Chaos Bloodline Ascendancy class.
Ultimatum | Inscribed Ultimatum | Inscribed Ultimatum can be obtained as rewards for completing Ultimatum rounds, or randomly as an area drop in maps that contain Ultimatum encounters. Inscribed Ultimatums come in four varieties:
Ultimatum | Inscribed Ultimatum | Each Inscribed Ultimatum lists a random Ultimatum encounter type and list of modifiers for that challenge. Inscribed Ultimatums can used in a map device to access the Utzaal Arena , which only contains an altar. The required item must be placed on the altar to start the trial.
Ultimatum | Inscribed Ultimatum | Unlike a regular Ultimatum encounter, which takes place in a circular area, Inscribed Ultimatum encounters take place within the entire arena and consists of a single wave that lasts significantly longer. ‎
Ultimatum | Modifiers | ‎
Ultimatum | Strategy | Builds that can consistently succeed in full clearing Ultimatums typically have solutions for most or all Ultimatum modifiers, reducing the chance for bad luck:
Ultimatum | Strategy | If opting to take Ruin modifiers, avoid using blue-coloured skills or microtransactions , as it can reduce visual clarity of Ruin-inflicting enemy skills.
Vendor recipe system | Description | The vendor recipe system allows the player to sell items to any town vendor in exchange for a multitude of currency items and equipment. Each recipe requires semi-specific items or combinations of items be put into the sell window at the same time, and the outcome will change based on any recipes that have been matched. Unless noted otherwise, each item may only be involved in a single recipe at a time.
Vendor recipe system | Description | Items (and their costs) sold by vendors as part of their normal inventory are covered on the vendor page.
Vendor recipe system | Equipment | Unless otherwise stated, the item level and rarity of the item produced are both equal to the lowest item level and rarity among all items required for the recipe.
Vendor recipe system | Basic crafting | The following vendor recipes involve crafting of existing items ( see also: crafting ) to add or upgrade a specific modifier.
Vendor recipe system | Basic crafting | Beyond that, these recipes are split into two categories: one the creates a new item with a guaranteed modifier, and one that adds a modifier to the existing item.
